Date,Open,High,Low,Close,Volume
2022-10-04,3435.55,3480.91,3400.39,3458.03,5259512057
2022-10-05,3486.7,3508.46,3425.38,3484.42,4626678404
2022-10-06,3519.85,3565.47,3507.75,3553.85,4330068794
2022-10-07,3563.85,3589.24,3546.07,3567.6,3741658285
2022-10-10,3574.09,3601.87,3564.8,3582.03,3453938712
2022-10-11,3590.26,3605.95,3563.2,3571.55,3952792760
2022-10-12,3576.84,3591.37,3510.86,3517.75,3562425836
2022-10-13,3529.78,3577.79,3521.6,3553.43,3366837704
2022-10-14,3584.94,3640.55,3584.94,3626.96,3475597636
2022-10-17,3641.4,3854.13,3641.4,3847.62,5872901000
2022-10-18,3877.9,3927.17,3805.45,3841.56,6345757891
2022-10-19,3851.41,3916.91,3844.48,3880.34,6032411744
2022-10-20,3889.76,3942.54,3877.84,3900.85,6564856653
2022-10-21,3905.29,3952.22,3888.38,3934.63,4590710502
2022-10-24,3946.13,4008.8,3939.73,3977.51,4155465281
2022-10-25,3983.35,4011.08,3928.17,3975.01,5490367799
2022-10-26,3989.65,4015.62,3958.79,3976.36,4121100962
2022-10-27,3978.01,3990.14,3906.26,3934.52,4149961692
2022-10-28,3929.46,3929.76,3877.55,3878.98,1623829126
2022-10-31,3884.64,3982.25,3880.87,3978.96,3727629250
2022-11-01,3987.44,4100.23,3987.44,4054.67,4480833410
2022-11-02,4059.18,4098.56,4040.11,4071.87,4348934412
2022-11-03,4078.24,4116.49,4055.89,4105.46,3875210352
2022-11-04,4131.13,4233.58,4131.13,4216.98,4863882712
2022-11-07,4230.14,4338.88,4230.14,4331.66,6205301007
2022-11-08,4336.41,4412.18,4297.49,4360.28,6696793052
2022-11-09,4369.65,4426.62,4332.95,4360.96,5651985591
2022-11-10,4367.76,4498.3,4364.24,4467.1,5621349618
2022-11-11,4541.44,4552.44,4428.35,4455.53,5428750601
2022-11-14,4451.86,4571.16,4449.8,4570.2,5476788506
2022-11-15,4632.16,4686.57,4534.68,4657,7228350222
2022-11-16,4702.3,4784.01,4650.52,4668.52,7850253213
2022-11-17,4686.54,4686.54,4446.58,4507.24,5821944308
2022-11-18,4465.59,4555.58,4456.57,4526.73,4802740627
2022-11-21,4503.1,4570.32,4463.53,4570.32,5158394666
2022-11-22,4566.81,4780.74,4566.81,4780.74,6382803361
2022-11-23,4803.88,4864.81,4727.83,4854.16,6513005609
2022-11-24,4880.46,4939.73,4794.21,4858.21,7264528458
2022-11-25,4857.09,4891.36,4807.59,4874.34,5819258841
2022-11-28,4906.4,4970.36,4854.27,4923.23,6204823330
2022-11-29,4942.83,4988.2,4817.31,4962.48,5434243754
2022-11-30,4925.54,4988.68,4922.88,4977.64,5479948536
2022-12-01,5046.3,5091.68,5001.72,5046.19,5540902847
2022-12-02,5054.48,5054.48,4912.84,4962.97,4834622070
2022-12-05,4993.74,5010.57,4883.73,4957.77,5491225562
2022-12-06,4946.62,5032.57,4910.25,5000.14,5371669711
2022-12-07,5001.97,5014.57,4773.38,4827.04,5447953448
2022-12-08,4823.33,4859.27,4711.43,4855.92,4738327310
2022-12-09,4875.22,5015.23,4871.28,5005.3,4459088141
2022-12-12,5057.53,5222.55,5057.53,5193.3,6912076129
2022-12-13,5212.58,5299.33,5179.82,5256.19,6523443043
2022-12-14,5274.94,5302.14,5041.71,5066.5,8355647558
2022-12-15,5174.41,5247.84,5050.36,5188.82,6520482187
2022-12-16,5211.76,5258.97,5154.58,5214.29,6291498004
2022-12-19,5270.61,5403.98,5267.74,5391.91,7195195343
2022-12-20,5408.8,5445.92,5344.29,5419.02,6991291726
2022-12-21,5449.3,5491.1,5412.74,5429.13,5943969001
2022-12-22,5462.18,5515.67,5398.43,5447.23,4755889821
2022-12-23,5415.43,5457.23,5370.8,5454.79,4071020135
2022-12-26,5516.87,5549.43,5480.45,5504.09,3819828371
2022-12-27,5512.91,5513.56,5428.49,5434.51,4017121342
2022-12-28,5443.83,5450.33,5258.48,5345.61,4132793710
2022-12-29,5347.71,5476.92,5331.77,5476.92,3620400985
2022-12-30,5510.78,5562.98,5489.2,5509.16,4369749028
2023-01-02,5568.43,5661.49,5568.43,5661.1,4834734403
2023-01-03,5697.61,5704.83,5610.43,5626.57,5459192659
2023-01-04,5646.62,5651.74,5478.79,5523.49,4992602843
2023-01-05,5555.99,5566.98,5116.41,5116.41,4495545315
2023-01-06,5120.96,5420.38,4961.31,5341.96,5331359681
2023-01-09,5401.57,5416.73,5123.66,5170.97,4317306190
2023-01-10,5168.59,5187.43,4947.37,4987.99,5017386158
2023-01-11,5005.61,5091.32,4728.88,4728.88,3954341787
2023-01-12,4849.57,4977.33,4601.25,4970.71,5008515232
2023-01-13,4952.37,5073.28,4925.56,4984.86,3864299616
2023-01-16,5013.16,5207.67,4981.39,5207.67,4090424852
2023-01-17,5223.45,5338.93,5194.37,5315.03,5127612982
2023-01-18,5337.16,5424.23,5310.73,5384.17,4787154756
2023-01-19,5371.28,5452.8,5348.68,5422.37,3950727175
2023-01-20,5444.03,5507.71,5426.58,5490.34,4789491229
2023-01-23,5514,5568.97,5351.61,5404.43,4639095513
2023-01-24,5396.99,5438.71,5244.17,5366.52,4071939778
2023-01-25,5403.74,5419.3,5103.3,5297.77,3918846968
2023-01-26,5291.91,5315.9,5200.51,5231.02,3376747637
2023-01-27,5198.3,5229,5020.54,5191.83,3594118744
2023-01-30,5201.07,5232.63,5096.29,5096.29,2997771603
2023-01-31,5076.89,5111.74,4955.48,4976.55,3697029638
2023-02-01,4998.82,5014.88,4713.39,4713.39,3202000645
2023-02-02,4720.15,4870.66,4479.69,4752.24,5014253957
2023-02-03,4754.57,4997.63,4727.23,4997.63,4136725444
2023-02-06,4879.46,4991.68,4748.25,4930.18,818423917
2023-02-07,4903.85,4903.85,4484.66,4505.34,2246090968
2023-02-15,4769.15,4951.04,4505.34,4950.47,1366156900
2023-02-16,5311.35,5320.4,4943.47,5008.58,3220661591
2023-02-17,4937.65,5081.81,4897.37,5026.83,2361027252
2023-02-20,5051.64,5173.44,5014.44,5148.93,2795290250
2023-02-21,5150.24,5264.83,5136.41,5149.39,3373345827
2023-02-22,5163.29,5174.91,5047.46,5071.41,3000149396
2023-02-23,5057.43,5117.76,5044.19,5086.2,3086219883
2023-02-24,5088.48,5114.49,5054.18,5058.75,3666107580
2023-02-27,5076.41,5204.09,4980.06,5197.44,3780474497
2023-02-28,5229.3,5265.69,5180.25,5237.33,3651685849
2023-03-01,5258.74,5350.71,5253.89,5322.65,3389485318
2023-03-02,5319.22,5352.08,5256.81,5261.41,3636998862
2023-03-03,5244.71,5298.39,5054.44,5212.38,3747489570
2023-03-06,5244.17,5428.34,5221.93,5392.31,4322046314
2023-03-07,5438.61,5497.81,5377.36,5381.9,4190369193
2023-03-08,5378.88,5442.24,5341.18,5438.38,4276210464
2023-03-09,5457.89,5503.09,5431.57,5446.22,4641697894
2023-03-10,5396.68,5453.85,5375.9,5384.56,3768780354
2023-03-13,5414.87,5429.33,5283.02,5323.19,3348659777
2023-03-14,5331.39,5347.89,5207.32,5207.32,3220818522
2023-03-15,5224.4,5239.45,5065.31,5121.57,3407563701
2023-03-16,5155.49,5230.7,5129.83,5229.58,2408700098
2023-03-17,5277.7,5291.94,5136.44,5136.44,2931813186
2023-03-20,5119.58,5137.07,4971.1,4975.47,2834484549
2023-03-21,4986.26,5019.89,4890.44,4906.63,2716626689
2023-03-22,4931.72,5001.06,4890.9,5001.06,2306010909
2023-03-23,4997.21,5061.99,4983.7,5061.99,2354594195
2023-03-24,5078.56,5117.37,5000.23,5031.98,2101903237
2023-03-27,5064.79,5074.03,4997.8,4997.8,1988283697
2023-03-28,5003.68,5004.99,4811.45,4811.45,2297360377
2023-03-29,4803.11,4945.96,4752.91,4943.18,7424212429
2023-03-30,4926.41,5000.21,4880.77,4896.07,2595119542
2023-03-31,4876.23,4881.75,4790.68,4812.93,2597694370
2023-04-03,4806.4,4851.69,4680.46,4839.46,2497155107
2023-04-04,4842.42,4988.55,4830.55,4984.11,2271301903
2023-04-05,4997.01,5028.81,4919.87,4919.87,2212695466
2023-04-06,4920.26,4970.32,4890.55,4912.81,1665310925
2023-04-07,4921.33,4955.45,4899.46,4924.64,1781919517
2023-04-10,4956.02,5102.42,4956.02,5092.31,2459728767
2023-04-11,5110.78,5143.53,5082.05,5124.25,3053840162
2023-04-12,5128.03,5198.39,5121.09,5146.11,2902601821
2023-04-13,5164.86,5195.5,5131.93,5135.55,2602989707
2023-04-14,5143.38,5176.58,5092.88,5092.88,2067326997
2023-04-17,5112.01,5138.08,5057.48,5059.35,1914352462
2023-04-18,5076.16,5105.06,5011.89,5018.7,1915472724
2023-04-19,5026.36,5093.06,4975.48,5061.22,2115440791
2023-04-20,5037.42,5037.46,4997.53,5012.34,1049019156
2023-04-24,5022.51,5076.41,5010.25,5022.79,1676860030
2023-04-25,5034.07,5042.08,4881.03,4891.01,2030580112
2023-04-26,4885.94,4901.39,4749.11,4783.5,1919644399
2023-04-27,4777.51,4831.42,4750.5,4789.63,1899706570
2023-04-28,4799.51,4808.5,4578.14,4617.93,1768195762
2023-05-02,4628.36,4660.31,4499.01,4506.24,1761788499
2023-05-03,4517.38,4534.53,4311.41,4485.97,2062108421
2023-05-04,4470.23,4577.73,4447.53,4484.35,1730186398
2023-05-05,4481.4,4496.09,4378.29,4400.76,1416981343
2023-05-08,4433.26,4577.73,4374.14,4561.94,2270213004
2023-05-09,4547.21,4622.07,4513.31,4536.2,2910741515
2023-05-10,4544.48,4554.94,4485.83,4494.48,2311022463
2023-05-11,4492.19,4871.83,4492.19,4848.01,4353882347
2023-05-12,4897.32,4982.86,4758.14,4795.61,3655138693
2023-05-15,4489.58,4700.01,4475.45,4501.21,2379215012
2023-05-16,4405.99,4589.71,4405.99,4589.71,4032864318
2023-05-17,4605.61,4680.86,4599.79,4661.68,2914998388
2023-05-18,4681.71,4699.95,4489.06,4501.73,2637205445
2023-05-22,4532.6,4556.78,4415.66,4466.19,2316840425
2023-05-23,4467.34,4499.32,4436.49,4470.97,1929210976
2023-05-24,4476.91,4524.13,4416.18,4424.92,1934570055
2023-05-25,4440.36,4471.46,4404.09,4427.99,1806193941
2023-05-26,4442.24,4605.29,4436.91,4580.67,2576307776
2023-05-29,4696.17,4799.98,4622.26,4768.56,3189578783
2023-05-30,4840.44,4972.76,4830.78,4951.35,4367012737
2023-05-31,4956.26,4982.45,4867.95,4886.91,3946536510
2023-06-01,4928.63,5007.07,4928.63,4959.8,2595881595
2023-06-02,5102.56,5146.7,5051.35,5114.97,3855620359
2023-06-05,5233.23,5374.58,5204.48,5372.66,3985495262
2023-06-06,5372.37,5439.89,5314.51,5388.8,3470806552
2023-06-07,5515.87,5608.84,5515.87,5561.18,5135817624
2023-06-08,5549.81,5593.59,5458.76,5554,3575038367
2023-06-09,5603.48,5639.23,5535.01,5626.49,3366808732
2023-06-12,5673.76,5730.19,5588.98,5588.98,3335117167
2023-06-13,5568.1,5595.19,5392.8,5429.05,3280041030
2023-06-14,5437.14,5490.89,5322.01,5360.77,3562526633
2023-06-15,5397.75,5495.48,5378.25,5495.48,2789147389
2023-06-16,5518.51,5566.11,5467.01,5475.48,2959480109
2023-06-19,5485.47,5485.47,5269.08,5269.31,2641341706
2023-06-20,5265.04,5315.5,5200.33,5251.61,2773703418
2023-06-21,5280.54,5329.36,5169.6,5186.83,2280250289
2023-06-22,5200.23,5434.61,5152.81,5428.26,3804924293
2023-06-23,5509.76,5593.99,5478.93,5582.75,3404649538
2023-06-26,5644.33,5749.66,5632.06,5732.86,2815649259
2023-06-27,5725.06,5766.58,5692.86,5759.11,1293389486
2023-07-03,5867.23,6018.29,5867.23,6015.29,3725885252
2023-07-04,6049.69,6076.72,5980.08,6003.9,4768264385
2023-07-05,6026.12,6121.6,5889.87,6106.76,4054639987
2023-07-06,6135.31,6207.85,6124.23,6141.14,4112333925
2023-07-07,6139.81,6223.26,6117.06,6187.09,3663437388
2023-07-10,6264.34,6290.34,6228.19,6270.41,4124593161
2023-07-11,6371.22,6386.84,6234.51,6362.93,5496917597
2023-07-12,6360.7,6410.61,6287.37,6342.05,5762002578
2023-07-13,6354.92,6436.83,6315.43,6368.35,5232799795
2023-07-14,6415.52,6446.01,6353.91,6437.74,3424924817
2023-07-17,6501.8,6603.98,6476.61,6600.46,4366785375
2023-07-18,6636.7,6662.17,6362.68,6365,5162380160
2023-07-19,6370.27,6572.33,6299.57,6571.28,4212504700
2023-07-20,6633.44,6700.36,6518.85,6682.11,5594317793
2023-07-21,6688.1,6724.42,6617.69,6687.78,4725626519
2023-07-24,6730.03,6807.95,6626.3,6695.14,5181916858
2023-07-25,6721.45,6724.52,6538.29,6605.04,4848903329
2023-07-26,6606.21,6744.37,6583.47,6743.86,4650554560
2023-07-27,6799.44,6856.11,6766.32,6856.11,5262101256
2023-07-28,6925.41,7096.99,6912,7067.28,6446540456
2023-07-31,7143.14,7256.61,7117.09,7216.96,6521695754
2023-08-01,7209.59,7296.57,7113.31,7168.51,5805074056
2023-08-02,7180.08,7336.11,7174.64,7258.54,5354725059
2023-08-03,7296,7365.61,7200.81,7221.51,5118646426
2023-08-04,7256.57,7427.1,7205.35,7400.57,4299741852
2023-08-07,7434.53,7493.87,7399.02,7470.1,3822805744
2023-08-08,7495.65,7504.38,7359.49,7412.2,4507561119
2023-08-09,7423.11,7644.59,7367.03,7600.65,5888600885
2023-08-10,7652.36,7766.12,7398.48,7441.5,7271931330
2023-08-11,7453.42,7720.97,7397.63,7714.38,5205759647
2023-08-14,7795.01,7868.74,7681.27,7737.38,5476968766
2023-08-15,7763.7,7794.94,7550.3,7690.75,4977818383
2023-08-16,7685.25,7734.41,7588.91,7662.26,5200431772
2023-08-17,7675.06,7798.61,7633.13,7764.47,4725467861
2023-08-18,7803.71,7815.83,7424.04,7513.29,4980347171
2023-08-21,7446.35,7820.08,7411.52,7796.65,5512184463
2023-08-22,7856.15,7902.95,7691.26,7771.3,5027274397
2023-08-23,7820.4,7831.97,7602.24,7602.24,5849648845
2023-08-24,7648.3,7872.81,7476.31,7491.94,8173460128
2023-08-25,7545.17,7747.64,7407.94,7716.67,4832637795
2023-08-28,7837.07,8008.78,7837.07,7941.73,5487016161
2023-08-29,7963.44,8013.52,7865.58,7907.13,4693866940
2023-08-31,7964.48,8005.82,7880.56,7917.93,4424045495
2023-09-01,7966.65,8060.92,7930.09,8056.12,4229228634
2023-09-04,8141.33,8238.89,8126.01,8141.33,5212121544
2023-09-05,8161.14,8236.14,8090.21,8236.14,5547198439
2023-09-06,8291.55,8298.54,8127.88,8181.67,5981494122
2023-09-07,8218.47,8358.03,8218.47,8337.67,5098904916
2023-09-08,8371.33,8398.44,8295.67,8325.3,4863767163
2023-09-11,8385.55,8403.81,8127.07,8146.49,5399368328
2023-09-12,8174.99,8276.17,8081.34,8159.9,4732159826
2023-09-13,8184.04,8235.96,7977.69,8013.89,4573766153
2023-09-14,8035.7,8118.75,7797.06,8118.75,4404427908
2023-09-15,8128.49,8139.34,7961.98,7961.98,4235100045
2023-09-18,7952.42,7952.42,7678.83,7680.36,3611908215
2023-09-19,7696.77,7804.05,7644.68,7784.01,3499804116
2023-09-20,7834.91,7897.82,7706.4,7719.82,3829158053
2023-09-21,7714.9,8000.46,7663.9,8000.46,4390353082
2023-09-22,8035.05,8094.03,7981.23,8039.18,4187860810
2023-09-25,8105.36,8311.16,8096.95,8304.83,4864110630
2023-09-26,8368.51,8389.68,8240.83,8242.26,5971775014
2023-09-27,8275.14,8298.65,8170.89,8213.76,4426914818
2023-09-28,8235.79,8288.48,8187.96,8218.74,4126896557
2023-09-29,8239.09,8379.44,8239.09,8334.94,4694402139
2023-10-02,8374.6,8511.61,8367.26,8486.96,4981075940
2023-10-03,8547.39,8562.7,8462.03,8513.54,4885888244
2023-10-04,8523.74,8533.49,8329.02,8333.14,5140536029
2023-10-05,8386.33,8496.42,8179.93,8487.98,5891414039
2023-10-06,8410.25,8516.77,8397.55,8464.93,4537952323
2023-10-09,8300.69,8383.53,8193.44,8193.44,4371047244
2023-10-10,8304.81,8450.83,8304.81,8442.79,4401431943
2023-10-11,8482.37,8518.86,8315.7,8330.64,4038493903
2023-10-12,8440.54,8471.11,8054.64,8259.27,4830174848
2023-10-13,8242.29,8242.29,8071.51,8113.3,3284940169
2023-10-16,8228.49,8252.32,7926.64,7934.56,3517496460
2023-10-17,7962.6,8115.01,7908.13,8115.01,3278573942
2023-10-18,7964.63,8015.26,7836.99,7842.66,2924773767
2023-10-19,7868,7971.39,7728.43,7769.03,3087950051
2023-10-20,7691.02,7711.16,7446.97,7510.68,3243363847
2023-10-23,7649.39,7794.54,7520.13,7750.39,3186983051
2023-10-24,7797.07,8014.81,7765.5,7990.42,3998729218
2023-10-25,8035.83,8084.44,7424.97,7424.97,3568977302
2023-10-26,7516.5,7741.33,7384.45,7662.05,4032161395
2023-10-27,7671.85,7740.52,7500.54,7706.41,2892444390
2023-10-30,7688.39,7786.37,7660.85,7712.85,2697877748
2023-10-31,7749.33,7775.13,7496.37,7514.1,2301878323
2023-11-01,7568.86,7597.82,7297,7528.57,2696169359
2023-11-02,7585.21,7701.13,7577.48,7663.62,2439676645
2023-11-03,7673.65,7721.18,7581.57,7705.99,2414560160
2023-11-06,7792.84,7900.45,7788.61,7868.02,2262442399
2023-11-07,7874.18,7919.25,7818.63,7844.8,2262467079
2023-11-08,7912.44,7942.82,7821.49,7860.88,2403494880
2023-11-09,7801.29,7885.74,7738.66,7841.46,2707197750
2023-11-10,7838.33,7855.24,7765.38,7771.34,2331835985
2023-11-13,7784.33,7785.62,7568.3,7568.3,2581061320
2023-11-14,7601.37,7689.12,7520.02,7671.05,2790714040
2023-11-15,7716.07,7738.19,7634.35,7665.87,2289050003
2023-11-16,7675.35,7813.16,7675.35,7780.68,2150293678
2023-11-17,7786.74,7863.99,7773.74,7853.36,2131782406
2023-11-20,7918.31,7984.73,7918.31,7946.37,2501373179
2023-11-21,7993.89,8046.62,7945.35,8046.62,2779719330
2023-11-22,8054.8,8060.26,7984.89,7987.03,2524918577
2023-11-23,7991.94,8062.11,7898.59,7898.59,3069908063
2023-11-24,7902.36,7996.08,7851.34,7959.95,2326065223
2023-11-27,8028.79,8129.13,8023.38,8107.19,3281642138
2023-11-28,8115.99,8149.44,8046.08,8093.54,2794079730
2023-11-29,8115.37,8125.12,7993.09,8009.33,2351023098
2023-11-30,8007.77,8049.28,7912.02,7948.6,2475424106
2023-12-01,8071.48,8090.21,7956.57,8026.27,2191777216
2023-12-04,8050.77,8108.23,7962.26,8087.24,2382038704
2023-12-05,8094.73,8120.5,8023.41,8057.42,2294108452
2023-12-06,8066.52,8112.39,7855.06,7855.06,2989944298
2023-12-07,7867.68,7978.82,7747.49,7978.82,2411775412
2023-12-08,7988.63,7992.3,7888.45,7913.76,2123975875
2023-12-11,7920.28,7924.71,7723.18,7728.44,2326734591
2023-12-12,7727.37,7790.81,7661.6,7748.85,2378235112
2023-12-13,7718.96,7721.23,7529.31,7529.31,2510676308
2023-12-14,7622.69,7831.85,7582.33,7813.4,2574908137
2023-12-15,7821.97,7998.42,7812.5,7993.85,2699523146
2023-12-18,7957.51,8010.47,7782.29,7790.42,2367046384
2023-12-19,7783.9,7786.35,7642.65,7725.86,2458469879
2023-12-20,7717.18,7764.16,7614.72,7662.85,1884819812
2023-12-21,7657.03,7789.88,7621.34,7764.95,2157284467
2023-12-22,7769.78,7794.95,7553.85,7557.56,1874127998
2023-12-25,7526.56,7526.56,7208.14,7264.87,1333452313
2023-12-26,7303.3,7405.05,7202.88,7299.33,1937122190
2023-12-27,7282.21,7365.11,7215.02,7260.44,2146187513
2023-12-28,7278.13,7444.94,7278.13,7396.34,1715537436
2023-12-29,7415.27,7510.36,7415.27,7470.18,2561333742
