Date,Open,High,Low,Close,Adj Close,Volume
2021-01-04,100.480003,105.546669,96.000000,97.760002,73.263657,1571632
2021-01-05,97.706665,102.026665,95.680000,98.986664,74.182945,1163876
2021-01-06,101.546669,104.800003,100.586662,102.933334,77.140678,1212090
2021-01-07,103.466667,105.066666,99.413330,101.919998,76.381256,1128056
2021-01-08,101.919998,102.613335,97.866669,98.239998,73.623383,1045659
2021-01-11,98.080002,101.599998,95.893333,98.186668,73.583405,1549923
2021-01-12,98.666664,100.426666,97.386665,97.599998,73.143745,524651
2021-01-13,98.239998,104.533333,97.706665,101.546669,76.101479,2137980
2021-01-14,101.866669,102.773331,97.760002,98.346664,73.703316,1000936
2021-01-15,97.599998,99.253334,93.866669,95.040001,71.225227,702035
2021-01-18,94.933334,98.239998,92.853333,96.533333,72.344360,981076
2021-01-19,97.066666,98.986664,96.000000,96.480003,72.304398,512531
2021-01-20,97.653336,100.480003,96.586662,99.733330,74.742516,797426
2021-01-21,100.053329,104.800003,100.053329,101.386665,75.981567,1298225
2021-01-22,100.746666,101.813332,99.253334,100.800003,75.541908,523368
2021-01-25,100.746666,102.720001,99.253334,99.466667,74.542679,771148
2021-01-26,98.933334,100.320000,97.866669,97.973335,73.423538,509146
2021-01-27,98.720001,99.199997,93.866669,93.919998,70.385864,588549
2021-01-28,93.599998,96.426666,90.186668,95.413330,71.505013,887195
2021-01-29,95.360001,97.919998,92.639999,93.919998,70.385864,801498
2021-02-01,95.680000,96.800003,92.800003,94.400002,70.745598,605392
2021-02-02,95.040001,96.426666,93.386665,94.239998,70.625694,630999
2021-02-03,95.040001,98.293335,94.933334,97.386665,72.983871,1039460
2021-02-04,97.760002,98.293335,94.773331,94.933334,71.145287,654470
2021-02-05,96.000000,96.000000,94.879997,95.199997,71.345131,282112
2021-02-08,95.786667,102.400002,95.733330,101.226669,75.861656,1147723
2021-02-09,100.586662,100.586662,97.279999,98.293335,73.663345,661400
2021-02-10,99.253334,102.613335,98.453331,98.879997,74.103004,1198098
2021-02-11,101.120003,105.706665,100.426666,101.493332,76.061508,1733229
2021-02-12,101.653336,111.626663,101.653336,109.013336,81.697182,4948676
2021-02-15,112.000000,116.800003,108.800003,109.546669,82.096870,2085718
2021-02-16,110.506668,111.680000,105.013336,107.839996,80.817848,1138826
2021-02-17,108.746666,117.599998,106.293335,115.519997,86.573418,2847313
2021-02-18,116.106667,122.666664,113.599998,121.066666,90.730225,2746297
2021-02-19,121.440002,126.666664,116.586662,117.226669,87.852440,1788099
2021-02-22,119.093330,122.186668,117.760002,120.533333,90.330536,1143858
2021-02-23,122.133331,123.839996,116.053329,116.853333,87.572655,1061925
2021-02-24,115.199997,118.986664,112.266663,112.480003,84.295181,821184
2021-02-25,115.733330,116.959999,108.106667,111.733330,83.735596,805123
2021-02-26,107.733330,114.826668,106.400002,114.826668,86.053818,799254
2021-03-01,117.813332,121.760002,115.573334,120.213333,90.090714,831963
2021-03-02,120.480003,122.080002,116.693336,117.013336,87.692558,561808
2021-03-03,117.866669,124.000000,117.866669,118.933334,89.131462,1206277
2021-03-04,118.133331,120.853333,117.013336,117.440002,88.012314,600894
2021-03-05,117.440002,118.933334,115.146667,116.373337,87.212929,486515
2021-03-08,117.760002,118.613335,116.106667,116.639999,87.412773,408375
2021-03-09,117.813332,117.973335,114.346664,115.146667,86.293640,329908
2021-03-10,115.146667,119.733330,115.093330,118.239998,88.611855,510446
2021-03-11,118.826668,120.800003,115.733330,116.000000,86.933144,518930
2021-03-12,116.266663,120.533333,115.786667,120.480003,90.290565,1000190
2021-03-15,120.480003,124.160004,119.360001,119.786667,89.770966,968274
2021-03-16,120.906670,127.146667,120.906670,125.333336,93.927765,1616791
2021-03-17,127.306664,137.546661,126.453331,130.720001,97.964661,2552079
2021-03-18,134.933334,135.520004,126.346664,131.679993,98.684105,1481163
2021-03-19,131.679993,131.733337,124.800003,128.746674,96.485809,616155
2021-03-22,121.333336,121.333336,115.893333,115.893333,86.853203,624986
2021-03-23,107.733330,120.480003,104.320000,115.093330,86.253662,2257258
2021-03-24,118.933334,126.559998,117.760002,125.866669,94.327454,1363648
2021-03-25,118.666664,119.040001,111.786667,111.946663,89.967049,971355
2021-03-26,114.133331,115.893333,109.173332,111.306664,89.452713,939106
2021-03-29,111.466667,113.440002,109.866669,110.346664,88.681198,670580
2021-03-30,110.346664,114.400002,108.800003,112.000000,90.009918,1015710
2021-03-31,113.440002,114.346664,109.973335,110.239998,88.595482,627365
2021-04-01,111.626663,113.333336,110.666664,112.106667,90.095642,620272
2021-04-02,113.066666,114.346664,112.106667,112.586662,90.481400,668604
2021-04-05,113.866669,118.400002,113.120003,117.546669,94.467552,707743
2021-04-06,118.133331,121.760002,113.653336,114.506668,92.024429,1157291
2021-04-07,114.773331,115.040001,110.506668,112.800003,90.652847,557422
2021-04-08,113.386665,114.613335,111.573334,112.160004,90.138504,304271
2021-04-09,112.213333,113.599998,107.680000,110.666664,88.938370,581190
2021-04-12,110.666664,110.826668,105.493332,106.133331,85.295113,477350
2021-04-13,106.666664,114.506668,106.559998,109.599998,88.081131,1378426
2021-04-14,109.279999,113.653336,108.639999,113.599998,91.295776,710904
2021-04-15,113.066666,114.986664,110.026665,110.773331,89.024094,567146
2021-04-16,110.773331,114.613335,109.919998,114.506668,92.024429,636536
2021-04-19,114.879997,120.000000,114.879997,120.000000,96.439194,1645786
2021-04-20,120.000000,120.320000,112.800003,112.853333,90.695709,906013
2021-04-21,113.333336,113.440002,104.586662,107.839996,86.666687,643642
2021-04-22,106.666664,111.360001,105.173332,109.546669,88.038277,933933
2021-04-26,109.706665,116.480003,108.800003,116.160004,93.353149,1037066
